Name of College,Branch,Category,Exam name,Marks
"Bajaj Institute of Technology, Wardha",Mechanical Engineering,SC,MHT-CET,47.77
"Bajaj Institute of Technology, Wardha",Mechanical Engineering,NT,MHT-CET,8.76
"Bajaj Institute of Technology, Wardha",Mechanical Engineering,TFWS,MHT-CET,73.81
"Bajaj Institute of Technology, Wardha",Civil Engineering,General,MHT-CET,54.75
"Bajaj Institute of Technology, Wardha",Civil Engineering,OBC,MHT-CET,27.21
"Bajaj Institute of Technology, Wardha",Civil Engineering,SC,MHT-CET,45.98
"Bajaj Institute of Technology, Wardha",Civil Engineering,NT,MHT-CET,8
"Bajaj Institute of Technology, Wardha",Civil Engineering,TFWS,MHT-CET,59.01
"S.S.P.M. College of Engineering, Mumbai",Artificial Intelligence & Machine Learning,General,MHT-CET,66.75
"S.S.P.M. College of Engineering, Mumbai",Artificial Intelligence & Machine Learning,OBC,MHT-CET,44.52
"S.S.P.M. College of Engineering, Mumbai",Artificial Intelligence & Machine Learning,SC,MHT-CET,17.66
"S.S.P.M. College of Engineering, Mumbai",Artificial Intelligence & Machine Learning,NT,MHT-CET,52.01
"S.S.P.M. College of Engineering, Mumbai",Artificial Intelligence & Machine Learning,TFWS,MHT-CET,68.99
"S.S.P.M. College of Engineering, Mumbai",Computer Engineering,General,MHT-CET,70.39
"S.S.P.M. College of Engineering, Mumbai",Computer Engineering,OBC,MHT-CET,56.25
"S.S.P.M. College of Engineering, Mumbai",Computer Engineering,SC,MHT-CET,33.98
"S.S.P.M. College of Engineering, Mumbai",Computer Engineering,NT,MHT-CET,10.76
"S.S.P.M. College of Engineering, Mumbai",Computer Engineering,TFWS,MHT-CET,77.21
"S.S.P.M. College of Engineering, Mumbai",Electrical Engineering,General,MHT-CET,3.23
"S.S.P.M. College of Engineering, Mumbai",Mechanical Engineering,General,MHT-CET,10.55
"MIT World Peace University, Pune",Computer Science and Engineering,General,MHT-CET,85
"MIT World Peace University, Pune",Computer Science and Engineering,OBC,MHT-CET,70
"MIT World Peace University, Pune",Computer Science and Engineering,SC,MHT-CET,55
"MIT World Peace University, Pune",Computer Science and Engineering,NT,MHT-CET,50
"MIT World Peace University, Pune",Computer Science and Engineering,TFWS,MHT-CET,88
"MIT World Peace University, Pune",Electronics and Communication Engineering,General,MHT-CET,80
"MIT World Peace University, Pune",Electronics and Communication Engineering,OBC,MHT-CET,65
"MIT World Peace University, Pune",Electronics and Communication Engineering,SC,MHT-CET,50
"MIT World Peace University, Pune",Electronics and Communication Engineering,NT,MHT-CET,45
"MIT World Peace University, Pune",Electronics and Communication Engineering,TFWS,MHT-CET,85
"MIT World Peace University, Pune",Mechanical Engineering,General,MHT-CET,70
"MIT World Peace University, Pune",Mechanical Engineering,OBC,MHT-CET,60
"MIT World Peace University, Pune",Mechanical Engineering,SC,MHT-CET,50
"MIT World Peace University, Pune",Mechanical Engineering,NT,MHT-CET,45
"MIT World Peace University, Pune",Mechanical Engineering,TFWS,MHT-CET,75
"MIT World Peace University, Pune",Civil Engineering,General,MHT-CET,65
"MIT World Peace University, Pune",Civil Engineering,OBC,MHT-CET,55
"MIT World Peace University, Pune",Civil Engineering,SC,MHT-CET,45
"MIT World Peace University, Pune",Civil Engineering,NT,MHT-CET,40
"MIT World Peace University, Pune",Civil Engineering,TFWS,MHT-CET,70
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science and Engineering,General,MHT-CET,98.15
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science and Engineering,OBC,MHT-CET,97.75
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science and Engineering,SC,MHT-CET,91.89
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science and Engineering,ST,MHT-CET,91.89
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science and Engineering,EWS,MHT-CET,91.89
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science and Engineering,TFWS,MHT-CET,99.03
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Information Technology,General,MHT-CET,97.78
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Information Technology,OBC,MHT-CET,97.57
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Information Technology,SC,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Information Technology,ST,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Information Technology,EWS,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Information Technology,TFWS,MHT-CET,98.34
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Artificial Intelligence & Machine Learning,General,MHT-CET,96.92
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Artificial Intelligence & Machine Learning,OBC,MHT-CET,96.39
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Artificial Intelligence & Machine Learning,SC,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Artificial Intelligence & Machine Learning,ST,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Artificial Intelligence & Machine Learning,EWS,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Artificial Intelligence & Machine Learning,TFWS,MHT-CET,97.75
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Data Science,General,MHT-CET,96.37
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Data Science,OBC,MHT-CET,95.85
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Data Science,SC,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Data Science,ST,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Data Science,EWS,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Data Science,TFWS,MHT-CET,97.14
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Cyber Security,General,MHT-CET,96.22
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Cyber Security,OBC,MHT-CET,95.31
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Cyber Security,SC,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Cyber Security,ST,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Cyber Security,EWS,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Cyber Security,TFWS,MHT-CET,96.07
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electronics & Communication Engineering,General,MHT-CET,94.11
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electronics & Communication Engineering,OBC,MHT-CET,93.24
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electronics & Communication Engineering,SC,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electronics & Communication Engineering,ST,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electronics & Communication Engineering,EWS,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electronics & Communication Engineering,TFWS,MHT-CET,94.22
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science & Electronic Engineering,General,MHT-CET,94.04
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science & Electronic Engineering,OBC,MHT-CET,92.67
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science & Electronic Engineering,SC,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science & Electronic Engineering,ST,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science & Electronic Engineering,EWS,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Computer Science & Electronic Engineering,TFWS,MHT-CET,93.74
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electrical Engineering,General,MHT-CET,92.14
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electrical Engineering,OBC,MHT-CET,93.5
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electrical Engineering,SC,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electrical Engineering,ST,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electrical Engineering,EWS,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Electrical Engineering,TFWS,MHT-CET,84.23
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Mechanical Engineering,General,MHT-CET,88.67
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Mechanical Engineering,OBC,MHT-CET,88.67
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Mechanical Engineering,SC,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Mechanical Engineering,ST,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Mechanical Engineering,EWS,MHT-CET,90.68
Rashtrasant Tukadoji Maharaj Nagpur University (RTMNU),Mechanical Engineering,TFWS,MHT-CET,88.32
"Dr. D.Y. Patil School of Engineering, Pune",Computer Engineering,General,MHT-CET,94.33
"Dr. D.Y. Patil School of Engineering, Pune",Computer Engineering,OBC,MHT-CET,93.42
"Dr. D.Y. Patil School of Engineering, Pune",Computer Engineering,SC,MHT-CET,91.89
"Dr. D.Y. Patil School of Engineering, Pune",Computer Engineering,ST,MHT-CET,91.89
"Dr. D.Y. Patil School of Engineering, Pune",Computer Engineering,EWS,MHT-CET,91.89
"Dr. D.Y. Patil School of Engineering, Pune",Computer Engineering,TFWS,MHT-CET,99.03
"Dr. D.Y. Patil School of Engineering, Pune",Information Technology,General,MHT-CET,93.24
"Dr. D.Y. Patil School of Engineering, Pune",Information Technology,OBC,MHT-CET,92.67
"Dr. D.Y. Patil School of Engineering, Pune",Information Technology,SC,MHT-CET,90.68
"Dr. D.Y. Patil School of Engineering, Pune",Information Technology,ST,MHT-CET,90.68
"Dr. D.Y. Patil School of Engineering, Pune",Information Technology,EWS,MHT-CET,90.68
"Dr. D.Y. Patil School of Engineering, Pune",Information Technology,TFWS,MHT-CET,93.74
"Dr. D.Y. Patil School of Engineering, Pune",Artificial Intelligence & Data Science,General,MHT-CET,94.33
"Dr. D.Y. Patil School of Engineering, Pune",Artificial Intelligence & Data Science,OBC,MHT-CET,93.42
"Dr. D.Y. Patil School of Engineering, Pune",Artificial Intelligence & Data Science,SC,MHT-CET,91.89
"Dr. D.Y. Patil School of Engineering, Pune",Artificial Intelligence & Data Science,ST,MHT-CET,91.89
"Dr. D.Y. Patil School of Engineering, Pune",Artificial Intelligence & Data Science,EWS,MHT-CET,91.89
"Dr. D.Y. Patil School of Engineering, Pune",Artificial Intelligence & Data Science,TFWS,MHT-CET,99.03
"Dr. D.Y. Patil School of Engineering, Pune",Electronics & Telecommunication,General,MHT-CET,92.43
"Dr. D.Y. Patil School of Engineering, Pune",Electronics & Telecommunication,OBC,MHT-CET,92.12
"Dr. D.Y. Patil School of Engineering, Pune",Electronics & Telecommunication,SC,MHT-CET,90.68
"Dr. D.Y. Patil School of Engineering, Pune",Electronics & Telecommunication,ST,MHT-CET,90.68
"Dr. D.Y. Patil School of Engineering, Pune",Electronics & Telecommunication,EWS,MHT-CET,90.68
"Dr. D.Y. Patil School of Engineering, Pune",Electronics & Telecommunication,TFWS,MHT-CET,94.22
"Dr. D.Y. Patil School of Engineering, Pune",Mechanical Engineering,General,MHT-CET,88.67
"Dr. D.Y. Patil School of Engineering, Pune",Mechanical Engineering,OBC,MHT-CET,88.67
"Dr. D.Y. Patil School of Engineering, Pune",Mechanical Engineering,SC,MHT-CET,90.68
"Dr. D.Y. Patil School of Engineering, Pune",Mechanical Engineering,ST,MHT-CET,90.68
"Dr. D.Y. Patil School of Engineering, Pune",Mechanical Engineering,EWS,MHT-CET,90.68
"Dr. D.Y. Patil School of Engineering, Pune",Mechanical Engineering,TFWS,MHT-CET,88.32
"Dr. D.Y. Patil School of Engineering, Pune",Instrumentation & Control Engineering,General,MHT-CET,89.71
"Dr. D.Y. Patil School of Engineering, Pune",Instrumentation & Control Engineering,OBC,MHT-CET,89.29
"Dr. D.Y. Patil School of Engineering, Pune",Instrumentation & Control Engineering,SC,MHT-CET,88.95
"Dr. D.Y. Patil School of Engineering, Pune",Instrumentation & Control Engineering,ST,MHT-CET,88.95
"Dr. D.Y. Patil School of Engineering, Pune",Instrumentation & Control Engineering,EWS,MHT-CET,88.95
"Dr. D.Y. Patil School of Engineering, Pune",Instrumentation & Control Engineering,TFWS,MHT-CET,89.42
Dwarkadas J. Sanghvi College of Engineering,Computer Engineering,General,MHT-CET,99.52
Dwarkadas J. Sanghvi College of Engineering,Computer Engineering,OBC,MHT-CET,99.5
Dwarkadas J. Sanghvi College of Engineering,Computer Engineering,SC,MHT-CET,97.45
Dwarkadas J. Sanghvi College of Engineering,Computer Engineering,ST,MHT-CET,96.3
Dwarkadas J. Sanghvi College of Engineering,Computer Engineering,EWS,MHT-CET,99.25
Dwarkadas J. Sanghvi College of Engineering,Computer Engineering,TFWS,MHT-CET,99.53
Dwarkadas J. Sanghvi College of Engineering,Information Technology,General,MHT-CET,99.04
Dwarkadas J. Sanghvi College of Engineering,Information Technology,OBC,MHT-CET,98.9
Dwarkadas J. Sanghvi College of Engineering,Information Technology,SC,MHT-CET,96.75
Dwarkadas J. Sanghvi College of Engineering,Information Technology,ST,MHT-CET,95.8
Dwarkadas J. Sanghvi College of Engineering,Information Technology,EWS,MHT-CET,98.9
Dwarkadas J. Sanghvi College of Engineering,Information Technology,TFWS,MHT-CET,99.32
Dwarkadas J. Sanghvi College of Engineering,Electronics & Telecommunication,General,MHT-CET,98.77
Dwarkadas J. Sanghvi College of Engineering,Electronics & Telecommunication,OBC,MHT-CET,98.45
Dwarkadas J. Sanghvi College of Engineering,Electronics & Telecommunication,SC,MHT-CET,96.12
Dwarkadas J. Sanghvi College of Engineering,Electronics & Telecommunication,ST,MHT-CET,95.22
Dwarkadas J. Sanghvi College of Engineering,Electronics & Telecommunication,EWS,MHT-CET,98.33
Dwarkadas J. Sanghvi College of Engineering,Electronics & Telecommunication,TFWS,MHT-CET,99.04
Dwarkadas J. Sanghvi College of Engineering,Mechanical Engineering,General,MHT-CET,96.6
Dwarkadas J. Sanghvi College of Engineering,Mechanical Engineering,OBC,MHT-CET,96.22
Dwarkadas J. Sanghvi College of Engineering,Mechanical Engineering,SC,MHT-CET,94.65
Dwarkadas J. Sanghvi College of Engineering,Mechanical Engineering,ST,MHT-CET,93.8
Dwarkadas J. Sanghvi College of Engineering,Mechanical Engineering,EWS,MHT-CET,95.6
Dwarkadas J. Sanghvi College of Engineering,Mechanical Engineering,TFWS,MHT-CET,96.5
Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,General,MHT-CET,94.2
Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,OBC,MHT-CET,93.45
Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,SC,MHT-CET,91.9
Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,ST,MHT-CET,91.12
Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,EWS,MHT-CET,93.1
Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,TFWS,MHT-CET,94.45
Dwarkadas J. Sanghvi College of Engineering,Instrumentation & Control Engineering,General,MHT-CET,94.23
Dwarkadas J. Sanghvi College of Engineering,Instrumentation & Control Engineering,OBC,MHT-CET,93.55
Dwarkadas J. Sanghvi College of Engineering,Instrumentation & Control Engineering,SC,MHT-CET,91.9
Dwarkadas J. Sanghvi College of Engineering,Instrumentation & Control Engineering,ST,MHT-CET,91
Dwarkadas J. Sanghvi College of Engineering,Instrumentation & Control Engineering,EWS,MHT-CET,93
Dwarkadas J. Sanghvi College of Engineering,Instrumentation & Control Engineering,TFWS,MHT-CET,94
Thadomal Shahani Engineering College,Computer Engineering,General,MHT-CET,99.52
Thadomal Shahani Engineering College,Computer Engineering,OBC,MHT-CET,99.5
Thadomal Shahani Engineering College,Computer Engineering,SC,MHT-CET,97.45
Thadomal Shahani Engineering College,Computer Engineering,ST,MHT-CET,96.3
Thadomal Shahani Engineering College,Computer Engineering,EWS,MHT-CET,99.25
Thadomal Shahani Engineering College,Computer Engineering,TFWS,MHT-CET,99.53
Thadomal Shahani Engineering College,Information Technology,General,MHT-CET,99.04
Thadomal Shahani Engineering College,Information Technology,OBC,MHT-CET,98.9
Thadomal Shahani Engineering College,Information Technology,SC,MHT-CET,96.75
Thadomal Shahani Engineering College,Information Technology,ST,MHT-CET,95.8
Thadomal Shahani Engineering College,Information Technology,EWS,MHT-CET,98.9
Thadomal Shahani Engineering College,Information Technology,TFWS,MHT-CET,99.32
Thadomal Shahani Engineering College,Electronics & Telecommunication Engineering,General,MHT-CET,98.77
Thadomal Shahani Engineering College,Electronics & Telecommunication Engineering,OBC,MHT-CET,98.45
Thadomal Shahani Engineering College,Electronics & Telecommunication Engineering,SC,MHT-CET,96.12
Thadomal Shahani Engineering College,Electronics & Telecommunication Engineering,ST,MHT-CET,95.22
